Index,Artist,Title,Mood,lyrics
ML458,Rihanna,Russian Roulette,angry,"49 ContributorsTranslationsPortuguêsRussian Roulette Lyrics[Verse 1]
Take a breath, take it deep
""Calm yourself"", he says to me
If you play, you play for keeps
Take the gun and count to three
I'm sweating now, moving slow
No time to think, my turn to go

[Chorus]
And you can see my heart beating
You can see it through my chest
Said I'm terrified, but I'm not leaving
I know that I must pass this test
So just pull the trigger (Trigger, trigger, trigger)

[Verse 2]
Say a prayer to yourself
He says, ""Close your eyes
Sometimes it helps""
And then I get a scary thought
That he's here, means he's never lost

[Chorus]
And you can see my heart beating
Oh, you can see it through my chest
Said I'm terrified, but I'm not leaving
Know that I must pass this test
So just pull the trigger
You might also like[Bridge]
As my life flashes before my eyes
I'm wondering, will I ever see another sunrise?
So many won't get the chance to say goodbye
But it's too late to think of the value of my life

[Chorus]
And you can see my heart beating
No, woah, you can see it through my chest
Said I'm terrified but I'm not leaving, no
Know that I must pass this test
And you can see my heart beating
Oh, you can see it through my chest
Now I'm terrified, but I'm not leaving, no, no
Know that I must pass this test
So just pull the trigger (Trigger, trigger, trigger)45Embed"
ML459,Michael Jackson,Gone Too Soon,relaxed,"30 ContributorsGone Too Soon Lyrics[Verse 1]
Like a comet
Blazing 'cross the evening sky
Gone too soon

[Verse 2]
Like a rainbow
Fading in the twinkling of an eye
Gone too soon

[Chorus]
Shiny and sparkly
And splendidly bright
Here one day
Gone one night

[Verse 3]
Like the loss of sunlight
On a cloudy afternoon
Gone too soon

[Verse 4]
Like a castle
Built upon a sandy beach
Gone too soon
You might also like[Verse 5]
Like a perfect flower
That is just beyond your reach
Gone too soon

[Chorus]
Born to amuse
To inspire, to delight
Here one day
Gone one night

[Verse 6]
Like a sunset
Dying with the rising of the moon
Gone too soon

[Outro]
Gone too soon5Embed"
ML460,Shania Twain,From This Moment On,relaxed,"19 ContributorsFrom This Moment On Lyrics[Intro: Shania Twain]
I do swear that I'll always be there
I'd give anything and everything and I will always care
Through weakness and strength, happiness and sorrow
For better for worse, I will love you
With every beat of my heart

[Verse 1: Shania Twain, Bryan White, Both]
From this moment, life has begun
From this moment, you are the one
Right beside you is where I belong
From this moment on
From this moment, I have been blessed
I live only for your happiness
And for your love, I'd give my last breath
From this moment on

[Chorus 1: Shania Twain, Bryan White, Both]
I give my hand to you with all my heart
I can't wait to live my life with you, can't wait to start
You and I will never be apart
My dreams came true because of you

[Verse 2: Shania Twain & Bryan White]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment on
Ohh
See Shania Twain LiveGet tickets as low as $15You might also like[Chorus 2: Shania Twain, Bryan White, Both]
You're the reason I believe in love
And you're the answer to my prayers from up above
All we need is just the two of us
My dreams came true because of you

[Verse 3: Shania Twain & Bryan White]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment

[Outro: Shania Twain, Bryan White, Both]
I will love you (I will love you), as long as I live
From this moment on (On)
Mmm, mmm4Embed"
ML461,Julio Iglesias,My Love,happy,"4 ContributorsMy Love LyricsMy love is warmer than a smile
My love gives to every needing child
If anyone should ask you who's my true love
Tell them my love true is ever letting all their love come through

My love sees love with not a face
And lives to love through time and space
If all of everything about my love fits to the tune of you
Then you can say that you are my love too

Let my love shine throughout the world
To every mountain top and steeple
Let it be felt by every soul
'Til love's all over
Let it reach out to every heart
To every disenfranchised people
'Til it is present and no more is pain all over

Our love sees love's the key to peace
We'll pray 'til all world wars have ceased
Should you or anyone you know enough to say they feel as we
Then let our universal song be free

Let our love shine throughout the world
To every mountain top and steeple
Let it be felt by every soul
'Til love's all over
Let it reach out to every heart
To every disenfranchised people
'Til it is present and no more is pain all over
You might also likeSay words of love to all we see
To rich or poor for love is equal
Let us lift up humanity
Spead love all over
Let all its forces join as one
So to rebuke all signs of evil
Through every valley, land and sea
Our love's all peopleEmbed"
ML462,"Phillips, Craig & Dean",You Are God Alone,happy,"5 ContributorsYou Are God Alone (Not A God) Lyrics[Verse 1]
You are not a God created by human hands
You are not a God dependent on any mortal man
You are not a God in need of anything we can give
By Your plan, that's just the way it is
You are not a God created by human hands
You are not a God dependent on any mortal man
You are not a God in need of anything we can give
By Your plan, that's just the way it is

[Chorus]
And You are God alone
From before time began
You were on Your throne
You are God alone
And right now
In the good times and bad
You are on Your throne
And You are God alone

[Verse 2]
You're the only God whose power none can contend
You're the only God whose name and praise will never end
You're the only God who's worthy of everything we can give
You are God, that's just the way it is
You might also like[Chorus]
You are God alone
From before time began
And You were on Your throne
And You were God alone
And right now
In the good times and bad
You are on Your throne
And You are God alone

[Bridge]
Unchangeable
Unshakable
Unstoppable
That's what You are
Unchangeable
Unshakable
Unstoppable
That's what You are

[Chorus]
You are God alone
From before time began
And You were on Your throne
And You were God alone
Right now
In the good times and bad
You are on Your throne
And You are God alone
[Outro]
Unchangeable
Unshakable
Unstoppable
That's what You areEmbed"
ML463,Matt Brouwer,"Father, I Adore You",happy,"1 ContributorFather, I Adore You LyricsFather, I adore You
Lay my life before You
How I love You
Jesus, I adore You
Lay my life before You
How I love You
Spirit, I adore You
Lay my life before You
How I love You
(Repeat as many times as needed)You might also likeEmbed"
ML464,Counting Crows,Accidentally In Love,happy,"37 ContributorsAccidentally in Love Lyrics[Verse 1]
So, she said, ""What's the problem, baby?""
What's the problem? I don't know
Well, maybe I'm in love (Love)
Think about it
Every time I think about it
Can't stop thinking 'bout it
How much longer will it take to cure this?
Just to cure it, 'cause I can't ignore it if it's love (Love)
Makes me wanna turn around and face me
But I don't know nothin' 'bout love, uh

[Chorus]
Come on, come on
Turn a little faster
Come on, come on
The world will follow after
Come on, come on
Because everybody's after love

[Verse 2]
So I said, I'm a snowball runnin'
Runnin' down into the spring that's comin'
All this love meltin' under blue skies
Belting out sunlight, shimmering love
Well, baby, I surrender
To this strawberry ice cream
Never-ever-ender
All this love
Well, I didn't mean to do it
But there's no escaping your love, oh
You might also like[Bridge]
These lines of lightnin' mean we're never alone
Never alone
No, no

[Chorus]
Come on, come on
Move a little closer
Come on, come on
I wanna hear you whisper
Come on, come on
Settle down inside my love, ohh
Come on, come on
Jump a little higher
Come on, come on
If you feel a little lighter
Come on, come on
We were once upon a time in love

[Post-Chorus]
We're accidentally in love, accidentally in love
Accidentally in love, accidentally in love
Accidentally in love, accidentally in love
Accidentally in love, accidentally in love
Accidentally, I'm in love, I'm in love
[Refrain]
I'm in love, I'm in love
I'm in love, I'm in love
Accidentally, I'm in love, I'm in love
I'm in love, I'm in love
I'm in love, I'm in love
Accidentally

[Chorus]
Come on, come on (Come on)
Spin a little tighter
Come on, come on (Come on)
And the world's a little brighter
Come on, come on (Come on)
Just get yourself inside her love
I'm in love23Embed"
ML465,Fistful Of Mercy,Father's Son,sad,"1 ContributorFather’s Son LyricsMy father he done told me
To never ever hurt no one
But now I'm sick an' mad and I been caught red handed
And I'm still father's son

I lay awake til daylight
A pillow and a gun
And if my secret dreams could be seen on screen
Then they'll be coming for this one

So down low better slow down lord
So down low better slow down lord
So down low better slow down lord

Please lord now forgive me
Even though I don't deserve
I never was too good in life
The devil's all I serve
My woman she done left me
I told twice to go
The first time she ignored me
But then I threw her on the floor

So down low better slow down lord
So down low better slow down lord
So down low better slow down lord
You might also likeWell I sleep with one eye open
I weep with both eyes closed
Darkness coming down on me and
Tomorrow never knows

Ever I suffer
Ever suffer my fill
And if you don't pray for me now
Nobody ever will

So down low better slow down lord
So down low better slow down lord
So down low better slow down lord

Now I'm in the graveyard
It's darkness all around
Voices floating through the air speaking with no sound
You were your father's son
But you left him far beyond
Beyond the reach of mercy
In the darkness of the sun

So down low better slow down lord
So down low better slow down lord
So down low better slow down lord
So down low better slow down lord
So down low better slow down lord
I'm so down low better slow down lord
I'm so down low better slow down lord
I'm so down low better slow down lordEmbed"
ML466,Greg Laswell,Take Everything ,relaxed,"3 ContributorsTake Everything Lyrics[Chorus]
You say the sky is green
I don't know what you mean
Your lies were always clear but I don't mind
No, I don't mind, I don't mind

[Refrain]
Go on and take everything from me and more
Go on and take everything from me and more

[Chorus]
You say the sky is blue
As long as I'm with you
If only then, what did you go do, but I don't mind
No, I don't mind, I don't mind

[Refrain]
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more

[Instrumental Bridge]

[Verse]
You have your reasons why
You've got them all in line
You think that I am blind but I don't mind
No, I don't mind, I don't mind
You might also like[Refrain]
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more
Go on and take everything from me and more

[Instrumental Outro]Embed"
ML467,A Flock Of Seagulls,Space Age Love Song,happy,"15 ContributorsSpace Age Love Song Lyrics[Verse 1]
I saw your eyes
And you made me smile
And for a little while
I was falling in love

[Verse 2]
I saw your eyes
And you touched my mind
And though it took a while
I was falling in love

[Guitar Solo]

[Interlude]
I was falling in love

[Verse 3]
I saw your eyes (I saw your eyes, I saw your eyes)
And you made me cry (Made me cry, made me cry)
And for a little while (Little while, little while)
I was falling in love

[Guitar Solo]

[Interlude]
I was falling in love
See A Flock of Seagulls LiveGet tickets as low as $56You might also like[Outro]
Falling in love
Falling in love
Falling in love
Falling in love5Embed"
